fecha,id_tienda,id_producto,unidades_vendidas,ciudad,tamaño_m2,nombre,categoria,costo_unitario,precio_venta,costo_almacenamiento_semanal,margen_unitario,margen_pct,lag_1,lag_7,lag_14,lag_21,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_14,mean_last_7,mean_prev_7,trend_7,day_of_week,is_weekend,week,target_week
2024-02-10,STORE_02,PROD_008,18,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,31.0,26.0,20.0,17.0,19.0,21.714285714285715,18.642857142857142,18.892857142857142,7.47694870283072,6.233990484644434,21.714285714285715,15.571428571428571,6.142857142857144,5,1,6,100.0
2024-02-11,STORE_02,PROD_008,25,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,18.0,30.0,15.0,17.0,17.0,20.571428571428573,18.5,18.857142857142858,7.322502824789328,6.223404954746976,20.571428571428573,16.428571428571427,4.142857142857146,6,1,6,99.0
2024-02-12,STORE_02,PROD_008,12,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,25.0,11.0,16.0,10.0,22.0,19.857142857142858,19.214285714285715,19.142857142857142,6.440201120787342,6.363097593861893,19.857142857142858,18.571428571428573,1.2857142857142847,0,0,7,97.0
2024-02-13,STORE_02,PROD_008,9,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,12.0,17.0,15.0,16.0,24.0,20.0,18.928571428571427,18.785714285714285,6.218252702059214,6.603778472199845,20.0,17.857142857142858,2.1428571428571423,1,0,7,100.0
2024-02-14,STORE_02,PROD_008,11,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,9.0,20.0,12.0,17.0,16.0,18.857142857142858,18.5,18.25,7.470577207252719,7.0574565041303865,18.857142857142858,18.142857142857142,0.7142857142857153,2,0,7,104.0
2024-02-15,STORE_02,PROD_008,14,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,11.0,17.0,14.0,18.0,12.0,17.571428571428573,18.428571428571427,18.071428571428573,7.997023255710898,7.132960176470976,17.571428571428573,19.285714285714285,-1.7142857142857117,3,0,7,106.0
2024-02-16,STORE_02,PROD_008,13,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,14.0,31.0,17.0,34.0,29.0,17.142857142857142,18.428571428571427,18.142857142857142,8.112306935115546,7.132960176470976,17.142857142857142,19.714285714285715,-2.571428571428573,4,1,7,107.0
2024-02-17,STORE_02,PROD_008,16,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,13.0,18.0,26.0,20.0,17.0,14.571428571428571,18.142857142857142,17.571428571428573,5.380741673076383,7.273314162133991,14.571428571428571,21.714285714285715,-7.142857142857144,5,1,7,110.0
2024-02-18,STORE_02,PROD_008,24,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,16.0,25.0,30.0,15.0,17.0,14.285714285714286,17.428571428571427,17.535714285714285,5.219012860502942,6.9250302494677864,14.285714285714286,20.571428571428573,-6.2857142857142865,6,1,7,99.0
2024-02-19,STORE_02,PROD_008,10,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,24.0,12.0,11.0,16.0,10.0,14.142857142857142,17.0,17.785714285714285,4.879500364742651,6.238836183382026,14.142857142857142,19.857142857142858,-5.714285714285715,0,0,8,103.0
2024-02-20,STORE_02,PROD_008,12,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,10.0,9.0,17.0,15.0,16.0,13.857142857142858,16.928571428571427,17.785714285714285,5.080307452263461,6.318036278590231,13.857142857142858,20.0,-6.142857142857142,1,0,8,104.0
2024-02-21,STORE_02,PROD_008,15,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,12.0,11.0,20.0,12.0,17.0,14.285714285714286,16.571428571428573,17.642857142857142,4.715728494951241,6.453553412527977,14.285714285714286,18.857142857142858,-4.571428571428571,2,0,8,100.0
2024-02-22,STORE_02,PROD_008,16,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,15.0,14.0,17.0,14.0,18.0,14.857142857142858,16.214285714285715,17.571428571428573,4.488079449258561,6.387229704394788,14.857142857142858,17.571428571428573,-2.7142857142857153,3,0,8,98.0
2024-02-23,STORE_02,PROD_008,14,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,16.0,13.0,31.0,17.0,34.0,15.142857142857142,16.142857142857142,17.5,4.488079449258562,6.383357482332677,15.142857142857142,17.142857142857142,-2.0,4,1,8,96.0
2024-02-24,STORE_02,PROD_008,19,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,14.0,16.0,18.0,26.0,20.0,15.285714285714286,14.928571428571429,16.785714285714285,4.423960733486281,4.746890248675103,15.285714285714286,14.571428571428571,0.7142857142857153,5,1,8,99.0
2024-02-25,STORE_02,PROD_008,13,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,19.0,24.0,25.0,30.0,15.0,15.714285714285714,15.0,16.75,4.644505202002522,4.803844614152589,15.714285714285714,14.285714285714286,1.428571428571427,6,1,8,105.0
2024-02-26,STORE_02,PROD_008,14,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,13.0,10.0,12.0,11.0,16.0,14.142857142857142,14.142857142857142,16.678571428571427,2.9113897843109804,3.8601941532905575,14.142857142857142,14.142857142857142,0.0,0,0,9,97.0
2024-02-27,STORE_02,PROD_008,13,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,14.0,12.0,9.0,17.0,15.0,14.714285714285714,14.285714285714286,16.607142857142858,2.2886885410852913,3.8114921654743354,14.714285714285714,13.857142857142858,0.8571428571428559,1,0,9,94.0
2024-02-28,STORE_02,PROD_008,11,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,13.0,15.0,11.0,20.0,12.0,14.857142857142858,14.571428571428571,16.535714285714285,2.1157009420497888,3.5238590235113194,14.857142857142858,14.285714285714286,0.5714285714285712,2,0,9,98.0
2024-02-29,STORE_02,PROD_008,14,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,11.0,16.0,14.0,17.0,14.0,14.285714285714286,14.571428571428571,16.5,2.5634797778465974,3.5238590235113194,14.285714285714286,14.857142857142858,-0.5714285714285712,3,0,9,100.0
2024-03-01,STORE_02,PROD_008,12,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,14.0,14.0,13.0,31.0,17.0,14.0,14.571428571428571,16.5,2.4494897427831495,3.5238590235113194,14.0,15.142857142857142,-1.1428571428571423,4,1,9,98.0
2024-03-02,STORE_02,PROD_008,22,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,12.0,19.0,16.0,18.0,26.0,13.714285714285714,14.5,16.321428571428573,2.563479777846594,3.5680203517873825,13.714285714285714,15.285714285714286,-1.571428571428573,5,1,9,102.0
2024-03-03,STORE_02,PROD_008,19,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,22.0,13.0,24.0,25.0,30.0,14.142857142857142,14.928571428571429,16.178571428571427,3.625307868699844,4.0849495941581635,14.142857142857142,15.714285714285714,-1.5714285714285712,6,1,9,97.0
2024-03-04,STORE_02,PROD_008,6,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,19.0,14.0,10.0,12.0,11.0,15.0,14.571428571428571,15.785714285714286,3.999999999999986,3.3903547741357727,15.0,14.142857142857142,0.8571428571428577,0,0,10,104.0
2024-03-05,STORE_02,PROD_008,10,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,6.0,13.0,12.0,9.0,17.0,13.857142857142858,14.285714285714286,15.607142857142858,5.273473599964606,3.930718693896723,13.857142857142858,14.714285714285714,-0.8571428571428559,1,0,10,115.0
2024-03-06,STORE_02,PROD_008,15,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,10.0,11.0,15.0,11.0,20.0,13.428571428571429,14.142857142857142,15.357142857142858,5.472876844254838,4.054572781386486,13.428571428571429,14.857142857142858,-1.4285714285714288,2,0,10,116.0
2024-03-07,STORE_02,PROD_008,16,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,15.0,14.0,16.0,14.0,17.0,14.0,14.142857142857142,15.178571428571429,5.38516480713449,4.054572781386486,14.0,14.285714285714286,-0.2857142857142865,3,0,10,112.0
2024-03-08,STORE_02,PROD_008,10,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,16.0,12.0,14.0,13.0,31.0,14.285714285714286,14.142857142857142,15.142857142857142,5.437961803049782,4.054572781386486,14.285714285714286,14.0,0.2857142857142865,4,1,10,128.0
2024-03-09,STORE_02,PROD_008,26,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,10.0,22.0,19.0,16.0,18.0,14.0,13.857142857142858,14.392857142857142,5.627314338711364,4.203609124351281,14.0,13.714285714285714,0.2857142857142865,5,1,10,126.0
2024-03-10,STORE_02,PROD_008,14,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,26.0,19.0,13.0,24.0,25.0,14.571428571428571,14.357142857142858,14.678571428571429,6.67974906856893,5.1680548767201495,14.571428571428571,14.142857142857142,0.4285714285714288,6,1,10,129.0
2024-03-11,STORE_02,PROD_008,13,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,14.0,6.0,14.0,10.0,12.0,13.857142857142858,14.428571428571429,14.285714285714286,6.388233230676825,5.1547481579053205,13.857142857142858,15.0,-1.1428571428571423,0,0,11,132.0
2024-03-12,STORE_02,PROD_008,21,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,13.0,10.0,13.0,12.0,9.0,14.857142857142858,14.357142857142858,14.321428571428571,5.429197958832441,5.1680548767201495,14.857142857142858,13.857142857142858,1.0,1,0,11,131.0
2024-03-13,STORE_02,PROD_008,16,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,21.0,15.0,11.0,15.0,11.0,16.428571428571427,14.928571428571429,14.75,5.380741673076385,5.441497046759271,16.428571428571427,13.428571428571429,2.9999999999999982,2,0,11,132.0
2024-03-14,STORE_02,PROD_008,12,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,16.0,16.0,14.0,16.0,14.0,16.571428571428573,15.285714285714286,14.928571428571429,5.349677337844549,5.326690001645127,16.571428571428573,14.0,2.571428571428573,3,0,11,136.0
2024-03-15,STORE_02,PROD_008,26,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,12.0,10.0,12.0,14.0,13.0,16.0,15.142857142857142,14.857142857142858,5.627314338711368,5.390263913292634,16.0,14.285714285714286,1.7142857142857135,4,1,11,125.0
2024-03-16,STORE_02,PROD_008,24,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,26.0,26.0,22.0,19.0,16.0,18.285714285714285,16.142857142857142,15.321428571428571,6.019808571549031,6.0237624692308485,18.285714285714285,14.0,4.285714285714285,5,1,11,118.0
2024-03-17,STORE_02,PROD_008,17,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,24.0,14.0,19.0,13.0,24.0,18.0,16.285714285714285,15.607142857142858,5.627314338711372,6.194644975591921,18.0,14.571428571428571,3.428571428571429,6,1,11,122.0
2024-03-18,STORE_02,PROD_008,16,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,17.0,13.0,6.0,14.0,10.0,18.428571428571427,16.142857142857142,15.357142857142858,5.38074167307639,6.150136244358792,18.428571428571427,13.857142857142858,4.571428571428569,0,0,12,121.0
2024-03-19,STORE_02,PROD_008,20,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,16.0,21.0,10.0,13.0,12.0,18.857142857142858,16.857142857142858,15.571428571428571,4.980915960897531,5.418730235270737,18.857142857142858,14.857142857142858,4.0,1,0,12,111.0
2024-03-20,STORE_02,PROD_008,17,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,20.0,16.0,15.0,11.0,15.0,18.714285714285715,17.571428571428573,15.857142857142858,4.923220007078213,5.094707445579569,18.714285714285715,16.428571428571427,2.2857142857142883,2,0,12,105.0
2024-03-21,STORE_02,PROD_008,16,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,17.0,12.0,16.0,14.0,16.0,18.857142857142858,17.714285714285715,15.928571428571429,4.845223470201394,5.044853759084539,18.857142857142858,16.571428571428573,2.2857142857142847,3,0,12,104.0
2024-03-22,STORE_02,PROD_008,15,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,16.0,26.0,10.0,12.0,14.0,19.428571428571427,17.714285714285715,15.928571428571429,4.076646614442758,5.044853759084539,19.428571428571427,16.0,3.428571428571427,4,1,12,109.0
2024-03-23,STORE_02,PROD_008,17,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,15.0,24.0,26.0,22.0,19.0,17.857142857142858,18.071428571428573,15.964285714285714,3.1320159337914846,4.615430402703282,17.857142857142858,18.285714285714285,-0.42857142857142705,5,1,12,112.0
2024-03-24,STORE_02,PROD_008,21,Bogotá,43,Jugo de Naranja,Bebidas,2000,5000,50,3000,0.6,17.0,17.0,14.0,19.0,13.0,16.857142857142858,17.428571428571427,15.892857142857142,1.5735915849388553,4.01371275876713,16.857142857142858,18.0,-1.1428571428571423,6,1,12,113.0
2024-01-29,STORE_03,PROD_001,12,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,9.0,7.0,5.0,9.0,14.0,9.428571428571429,9.571428571428571,10.25,2.5071326821120348,3.056249227510632,9.428571428571429,9.714285714285714,-0.2857142857142847,0,0,5,99.0
2024-01-30,STORE_03,PROD_001,13,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,12.0,6.0,5.0,8.0,5.0,10.142857142857142,10.071428571428571,10.178571428571429,2.4102953780654803,2.8138198978581443,10.142857142857142,10.0,0.14285714285714235,1,0,5,97.0
2024-01-31,STORE_03,PROD_001,17,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,13.0,9.0,9.0,6.0,9.0,11.142857142857142,10.642857142857142,10.464285714285714,1.7728105208558411,2.4994504890580957,11.142857142857142,10.142857142857142,1.0,2,0,5,93.0
2024-02-01,STORE_03,PROD_001,15,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,17.0,13.0,12.0,9.0,15.0,12.285714285714286,11.214285714285714,10.75,2.5634797778466285,2.9659236835602005,12.285714285714286,10.142857142857142,2.142857142857144,3,0,5,85.0
2024-02-02,STORE_03,PROD_001,14,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,15.0,10.0,15.0,27.0,10.0,12.571428571428571,11.428571428571429,10.75,2.7602622373694228,3.1308461799005416,12.571428571428571,10.285714285714286,2.2857142857142847,4,1,5,82.0
2024-02-03,STORE_03,PROD_001,12,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,14.0,12.0,10.0,13.0,9.0,13.142857142857142,11.357142857142858,10.892857142857142,2.544836041121415,3.053551346248469,13.142857142857142,9.571428571428571,3.571428571428571,5,1,5,80.0
2024-02-04,STORE_03,PROD_001,16,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,12.0,9.0,12.0,11.0,8.0,13.142857142857142,11.5,11.0,2.544836041121415,3.031881873079442,13.142857142857142,9.857142857142858,3.2857142857142847,6,1,5,81.0
2024-02-05,STORE_03,PROD_001,12,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,16.0,12.0,7.0,5.0,9.0,14.142857142857142,11.785714285714286,11.285714285714286,1.95180014589708,3.26233921333407,14.142857142857142,9.428571428571429,4.7142857142857135,0,0,6,78.0
2024-02-06,STORE_03,PROD_001,11,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,12.0,13.0,6.0,5.0,8.0,14.142857142857142,12.142857142857142,11.392857142857142,1.95180014589708,2.9575754846246554,14.142857142857142,10.142857142857142,4.0,1,0,6,79.0
2024-02-07,STORE_03,PROD_001,13,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,11.0,17.0,9.0,9.0,6.0,13.857142857142858,12.5,11.5,2.2677868380553745,2.409915415049318,13.857142857142858,11.142857142857142,2.7142857142857153,2,0,6,77.0
2024-02-08,STORE_03,PROD_001,7,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,13.0,15.0,13.0,12.0,9.0,13.285714285714286,12.785714285714286,11.75,1.7994708216848867,2.1901377346421196,13.285714285714286,12.285714285714286,1.0,3,0,6,82.0
2024-02-09,STORE_03,PROD_001,11,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,7.0,14.0,10.0,15.0,27.0,12.142857142857142,12.357142857142858,11.678571428571429,2.7945525240230933,2.677747125911946,12.142857142857142,12.571428571428571,-0.4285714285714288,4,1,6,83.0
2024-02-10,STORE_03,PROD_001,10,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,11.0,12.0,12.0,10.0,13.0,11.714285714285714,12.428571428571429,11.107142857142858,2.690370836538202,2.622807823520606,11.714285714285714,13.142857142857142,-1.4285714285714288,5,1,6,82.0
2024-02-11,STORE_03,PROD_001,17,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,10.0,16.0,9.0,12.0,11.0,11.428571428571429,12.285714285714286,11.0,2.7602622373694214,2.701241066010828,11.428571428571429,13.142857142857142,-1.7142857142857135,6,1,6,78.0
2024-02-12,STORE_03,PROD_001,9,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,17.0,12.0,12.0,7.0,5.0,11.571428571428571,12.857142857142858,11.214285714285714,3.047247001100225,2.7971728270122753,11.571428571428571,14.142857142857142,-2.571428571428571,0,0,7,89.0
2024-02-13,STORE_03,PROD_001,12,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,9.0,11.0,13.0,6.0,5.0,11.142857142857142,12.642857142857142,11.357142857142858,3.1847852585154253,2.977018199917055,11.142857142857142,14.142857142857142,-3.0,1,0,7,90.0
2024-02-14,STORE_03,PROD_001,11,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,12.0,13.0,17.0,9.0,9.0,11.285714285714286,12.571428571428571,11.607142857142858,3.1997023671109255,2.979785374673971,11.285714285714286,13.857142857142858,-2.571428571428571,2,0,7,90.0
2024-02-15,STORE_03,PROD_001,12,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,11.0,7.0,15.0,13.0,12.0,11.0,12.142857142857142,11.678571428571429,3.109126351029608,2.7134180220963704,11.0,13.285714285714286,-2.2857142857142865,3,0,7,84.0
2024-02-16,STORE_03,PROD_001,12,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,12.0,11.0,14.0,10.0,15.0,11.714285714285714,11.928571428571429,11.678571428571429,2.5634797778466285,2.585887311313701,11.714285714285714,12.142857142857142,-0.4285714285714288,4,1,7,89.0
2024-02-17,STORE_03,PROD_001,9,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,12.0,10.0,12.0,12.0,10.0,11.857142857142858,11.785714285714286,11.571428571428571,2.544836041121413,2.516975334635771,11.857142857142858,11.714285714285714,0.14285714285714413,5,1,7,99.0
2024-02-18,STORE_03,PROD_001,13,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,9.0,17.0,16.0,9.0,12.0,11.714285714285714,11.571428571428571,11.535714285714286,2.690370836538202,2.622807823520605,11.714285714285714,11.428571428571429,0.2857142857142847,6,1,7,109.0
2024-02-19,STORE_03,PROD_001,20,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,13.0,9.0,12.0,12.0,7.0,11.142857142857142,11.357142857142858,11.571428571428571,1.5735915849388933,2.340517459456774,11.142857142857142,11.571428571428571,-0.4285714285714288,0,0,8,96.0
2024-02-20,STORE_03,PROD_001,13,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,20.0,12.0,11.0,13.0,6.0,12.714285714285714,11.928571428571429,12.035714285714286,3.4503277967117767,3.2925156553400563,12.714285714285714,11.142857142857142,1.5714285714285712,1,0,8,90.0
2024-02-21,STORE_03,PROD_001,11,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,13.0,11.0,13.0,17.0,9.0,12.857142857142858,12.071428571428571,12.285714285714286,3.4364987719369036,3.2925156553400563,12.857142857142858,11.285714285714286,1.5714285714285712,2,0,8,90.0
2024-02-22,STORE_03,PROD_001,6,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,11.0,12.0,7.0,15.0,13.0,12.857142857142858,11.928571428571429,12.357142857142858,3.4364987719369036,3.2925156553400563,12.857142857142858,11.0,1.8571428571428577,3,0,8,95.0
2024-02-23,STORE_03,PROD_001,17,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,6.0,12.0,11.0,14.0,10.0,12.0,11.857142857142858,12.107142857142858,4.3204937989385765,3.4161864220691602,12.0,11.714285714285714,0.2857142857142865,4,1,8,90.0
2024-02-24,STORE_03,PROD_001,19,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,17.0,9.0,10.0,12.0,12.0,12.714285714285714,12.285714285714286,12.357142857142858,4.715728494951261,3.6674990730127623,12.714285714285714,11.857142857142858,0.8571428571428559,5,1,8,83.0
2024-02-25,STORE_03,PROD_001,23,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,19.0,13.0,17.0,16.0,9.0,14.142857142857142,12.928571428571429,12.607142857142858,4.913538149119961,4.008918628686369,14.142857142857142,11.714285714285714,2.428571428571429,6,1,8,77.0
2024-02-26,STORE_03,PROD_001,7,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,23.0,20.0,9.0,12.0,12.0,15.571428571428571,13.357142857142858,13.107142857142858,5.883795341363235,4.732979917673319,15.571428571428571,11.142857142857142,4.428571428571429,0,0,9,80.0
2024-02-27,STORE_03,PROD_001,7,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,7.0,13.0,12.0,11.0,13.0,13.714285714285714,13.214285714285714,12.928571428571429,6.290582530372574,4.901782586720117,13.714285714285714,12.714285714285714,1.0,1,0,9,78.0
2024-02-28,STORE_03,PROD_001,11,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,7.0,11.0,11.0,13.0,17.0,12.857142857142858,12.857142857142858,12.714285714285714,6.792853387410712,5.171774622627399,12.857142857142858,12.857142857142858,0.0,2,0,9,85.0
2024-02-29,STORE_03,PROD_001,11,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,11.0,6.0,12.0,7.0,15.0,12.857142857142858,12.857142857142858,12.5,6.792853387410712,5.171774622627399,12.857142857142858,12.857142857142858,0.0,3,0,9,90.0
2024-03-01,STORE_03,PROD_001,12,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,11.0,17.0,12.0,11.0,14.0,13.571428571428571,12.785714285714286,12.357142857142858,6.1875450936307805,5.19139186062365,13.571428571428571,12.0,1.5714285714285712,4,1,9,92.0
2024-03-02,STORE_03,PROD_001,12,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,12.0,19.0,9.0,10.0,12.0,12.857142857142858,12.785714285714286,12.285714285714286,6.011892975000236,5.19139186062365,12.857142857142858,12.714285714285714,0.14285714285714413,5,1,9,92.0
2024-03-03,STORE_03,PROD_001,17,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,12.0,23.0,13.0,17.0,16.0,11.857142857142858,13.0,12.285714285714286,5.367450401216937,5.083911274417943,11.857142857142858,14.142857142857142,-2.2857142857142847,6,1,9,94.0
2024-03-04,STORE_03,PROD_001,10,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,17.0,7.0,20.0,9.0,12.0,11.0,13.285714285714286,12.321428571428571,3.4156502553198718,5.195094897016899,11.0,15.571428571428571,-4.571428571428571,0,0,10,93.0
2024-03-05,STORE_03,PROD_001,5,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,10.0,7.0,13.0,12.0,11.0,11.428571428571429,12.571428571428571,12.25,2.99205296617239,4.878749614624411,11.428571428571429,13.714285714285714,-2.2857142857142847,1,0,10,102.0
2024-03-06,STORE_03,PROD_001,18,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,5.0,11.0,11.0,11.0,13.0,11.142857142857142,12.0,12.035714285714286,3.5321651258386146,5.276945503428463,11.142857142857142,12.857142857142858,-1.7142857142857153,2,0,10,93.0
2024-03-07,STORE_03,PROD_001,16,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,18.0,11.0,6.0,12.0,7.0,12.142857142857142,12.5,12.214285714285714,4.375255094603879,5.501747973983432,12.142857142857142,12.857142857142858,-0.7142857142857153,3,0,10,87.0
2024-03-08,STORE_03,PROD_001,14,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,16.0,12.0,17.0,12.0,11.0,12.857142857142858,13.214285714285714,12.535714285714286,4.561745697594712,5.235655442453021,12.857142857142858,13.571428571428571,-0.7142857142857135,4,1,10,94.0
2024-03-09,STORE_03,PROD_001,12,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,14.0,12.0,19.0,9.0,10.0,13.142857142857142,13.0,12.642857142857142,4.561745697594712,5.129102485590665,13.142857142857142,12.857142857142858,0.2857142857142847,5,1,10,101.0
2024-03-10,STORE_03,PROD_001,19,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,12.0,17.0,23.0,13.0,17.0,13.142857142857142,12.5,12.714285714285714,4.561745697594712,4.831785782312154,13.142857142857142,11.857142857142858,1.2857142857142847,6,1,10,92.0
2024-03-11,STORE_03,PROD_001,9,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,19.0,10.0,7.0,20.0,9.0,13.428571428571429,12.214285714285714,12.785714285714286,4.8941169737125225,4.245877121099072,13.428571428571429,11.0,2.428571428571429,0,0,11,98.0
2024-03-12,STORE_03,PROD_001,14,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,9.0,5.0,7.0,13.0,12.0,13.285714285714286,12.357142857142858,12.785714285714286,5.023753102820171,4.087638830521996,13.285714285714286,11.428571428571429,1.8571428571428577,1,0,11,98.0
2024-03-13,STORE_03,PROD_001,9,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,14.0,18.0,11.0,11.0,11.0,14.571428571428571,12.857142857142858,12.857142857142858,3.457221565416517,3.799942162659909,14.571428571428571,11.142857142857142,3.428571428571429,2,0,11,99.0
2024-03-14,STORE_03,PROD_001,10,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,9.0,16.0,11.0,6.0,12.0,13.285714285714286,12.714285714285714,12.785714285714286,3.6384193323605922,3.9111000110842626,13.285714285714286,12.142857142857142,1.1428571428571441,3,0,11,104.0
2024-03-15,STORE_03,PROD_001,21,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,10.0,14.0,12.0,17.0,12.0,12.428571428571429,12.642857142857142,12.714285714285714,3.5989416433697556,3.9537157373625327,12.428571428571429,12.857142857142858,-0.4285714285714288,4,1,11,102.0
2024-03-16,STORE_03,PROD_001,19,Bogotá,42,Tinto,Bebidas,800,2500,10,1700,0.68,21.0,12.0,12.0,19.0,9.0,13.428571428571429,13.285714285714286,13.035714285714286,4.859943170351653,4.530725386455524,13.428571428571429,13.142857142857142,0.2857142857142865,5,1,11,105.0
