id_tienda,id_producto,origin,pred_naive,pred_A_week,pred_B_week,pred_champion,actual_week
STORE_06,PROD_007,2024-03-03,162,155.70909,159.95529,159.95529,162
STORE_06,PROD_008,2024-03-03,127,116.86003,118.00754,118.00754,120
STORE_07,PROD_001,2024-03-03,32,29.265524,30.930283,30.930283,29
STORE_07,PROD_002,2024-03-03,50,46.98837,45.58993,45.58993,51
STORE_07,PROD_003,2024-03-03,51,48.254604,47.75965,47.75965,44
STORE_07,PROD_004,2024-03-03,17,24.70041,24.728403,24.728403,22
STORE_07,PROD_005,2024-03-03,46,46.228436,47.857327,47.857327,50
STORE_07,PROD_006,2024-03-03,45,44.68601,46.96255,46.96255,51
STORE_07,PROD_007,2024-03-03,52,50.281284,51.46073,51.46073,54
STORE_07,PROD_008,2024-03-03,48,47.41049,47.36162,47.36162,64
STORE_08,PROD_001,2024-03-03,77,81.93275,82.56716,82.56716,90
STORE_08,PROD_002,2024-03-03,109,116.92152,114.88918,114.88918,95
STORE_08,PROD_003,2024-03-03,119,120.229744,124.852066,124.852066,144
STORE_08,PROD_004,2024-03-03,68,55.78904,60.876575,60.876575,49
STORE_08,PROD_005,2024-03-03,170,185.97272,182.44034,182.44034,181
STORE_08,PROD_006,2024-03-03,171,169.91997,163.03944,163.03944,146
STORE_08,PROD_007,2024-03-03,203,207.6724,203.12408,203.12408,220
STORE_08,PROD_008,2024-03-03,172,168.17705,156.96356,156.96356,154
STORE_09,PROD_001,2024-03-03,42,39.612015,41.53994,41.53994,43
STORE_09,PROD_002,2024-03-03,58,54.69146,52.955696,52.955696,45
STORE_09,PROD_003,2024-03-03,74,65.60167,63.327827,63.327827,75
STORE_09,PROD_004,2024-03-03,27,32.97422,34.329506,34.329506,32
STORE_09,PROD_005,2024-03-03,92,90.90516,91.970406,91.970406,65
STORE_09,PROD_006,2024-03-03,78,70.18149,70.95065,70.95065,54
STORE_09,PROD_007,2024-03-03,99,89.0858,90.99855,90.99855,90
STORE_09,PROD_008,2024-03-03,88,86.32372,89.441055,89.441055,77
STORE_10,PROD_001,2024-03-03,47,44.873108,44.783165,44.783165,46
STORE_10,PROD_002,2024-03-03,75,76.52315,74.99226,74.99226,84
STORE_10,PROD_003,2024-03-03,67,72.515236,70.02672,70.02672,66
STORE_10,PROD_004,2024-03-03,36,37.00478,37.001,37.001,36
STORE_10,PROD_005,2024-03-03,114,110.70019,113.14857,113.14857,116
STORE_10,PROD_006,2024-03-03,87,100.46125,104.31702,104.31702,103
STORE_10,PROD_007,2024-03-03,128,112.25566,120.53756,120.53756,128
STORE_10,PROD_008,2024-03-03,74,93.64458,93.110916,93.110916,77
STORE_11,PROD_001,2024-03-03,58,56.99315,57.69454,57.69454,52
STORE_11,PROD_002,2024-03-03,81,79.6473,80.2925,80.2925,106
STORE_11,PROD_003,2024-03-03,69,69.77831,66.691605,66.691605,69
STORE_11,PROD_004,2024-03-03,58,57.109035,58.592857,58.592857,44
STORE_11,PROD_005,2024-03-03,162,131.94646,149.39638,149.39638,154
STORE_11,PROD_006,2024-03-03,111,119.460175,119.08854,119.08854,124
STORE_11,PROD_007,2024-03-03,99,105.25734,112.54687,112.54687,86
STORE_11,PROD_008,2024-03-03,115,108.0099,108.93821,108.93821,130
STORE_12,PROD_001,2024-03-03,77,69.3652,74.99594,74.99594,92
STORE_12,PROD_002,2024-03-03,74,85.90505,83.065506,83.065506,72
STORE_12,PROD_003,2024-03-03,105,94.17779,97.59993,97.59993,97
STORE_12,PROD_004,2024-03-03,67,56.751255,56.495594,56.495594,62
STORE_12,PROD_005,2024-03-03,130,122.21157,123.83472,123.83472,138
STORE_12,PROD_006,2024-03-03,108,116.8687,116.244835,116.244835,91
STORE_12,PROD_007,2024-03-03,113,123.60809,120.1037,120.1037,124
STORE_12,PROD_008,2024-03-03,148,129.0032,134.0502,134.0502,138
STORE_13,PROD_001,2024-03-03,43,53.468674,51.40737,51.40737,54
STORE_13,PROD_002,2024-03-03,55,73.552025,66.74421,66.74421,78
STORE_13,PROD_003,2024-03-03,81,80.365974,81.90261,81.90261,61
STORE_13,PROD_004,2024-03-03,48,49.22889,48.046665,48.046665,65
STORE_13,PROD_005,2024-03-03,118,118.58943,112.9195,112.9195,114
STORE_13,PROD_006,2024-03-03,66,72.791046,73.242714,73.242714,80
STORE_13,PROD_007,2024-03-03,96,91.530235,98.51409,98.51409,77
STORE_13,PROD_008,2024-03-03,106,104.99177,103.39289,103.39289,108
STORE_14,PROD_001,2024-03-03,63,56.02856,57.783215,57.783215,66
STORE_14,PROD_002,2024-03-03,81,81.32234,82.32038,82.32038,74
STORE_14,PROD_003,2024-03-03,74,81.88372,79.93299,79.93299,94
STORE_14,PROD_004,2024-03-03,57,63.293797,62.57698,62.57698,46
STORE_14,PROD_005,2024-03-03,151,166.4418,152.5933,152.5933,165
STORE_14,PROD_006,2024-03-03,111,102.89936,104.9889,104.9889,117
STORE_14,PROD_007,2024-03-03,125,116.74367,124.368484,124.368484,110
STORE_14,PROD_008,2024-03-03,110,109.13644,110.82158,110.82158,78
STORE_15,PROD_001,2024-03-03,45,44.551987,46.090797,46.090797,49
STORE_15,PROD_002,2024-03-03,71,66.748764,67.73451,67.73451,68
STORE_15,PROD_003,2024-03-03,76,72.06617,73.12848,73.12848,57
STORE_15,PROD_004,2024-03-03,46,53.199112,53.256226,53.256226,61
STORE_15,PROD_005,2024-03-03,120,125.1066,126.157455,126.157455,120
STORE_15,PROD_006,2024-03-03,114,121.6702,119.06804,119.06804,136
STORE_15,PROD_007,2024-03-03,119,127.02414,122.85469,122.85469,107
STORE_15,PROD_008,2024-03-03,138,120.37413,125.52701,125.52701,100
STORE_16,PROD_001,2024-03-03,66,76.58048,77.2837,77.2837,85
STORE_16,PROD_002,2024-03-03,140,149.47543,143.76126,143.76126,155
STORE_16,PROD_003,2024-03-03,115,115.93325,112.27043,112.27043,120
STORE_16,PROD_004,2024-03-03,57,55.61146,56.429028,56.429028,47
STORE_16,PROD_005,2024-03-03,225,202.82271,198.4709,198.4709,226
STORE_16,PROD_006,2024-03-03,198,199.40242,194.10109,194.10109,203
STORE_16,PROD_007,2024-03-03,159,178.86096,176.81918,176.81918,153
STORE_16,PROD_008,2024-03-03,131,189.17494,179.95074,179.95074,144
STORE_17,PROD_001,2024-03-03,43,39.577522,36.960464,36.960464,30
STORE_17,PROD_002,2024-03-03,42,47.532978,48.60747,48.60747,70
STORE_17,PROD_003,2024-03-03,42,40.540257,39.200935,39.200935,36
STORE_17,PROD_004,2024-03-03,26,24.9194,26.642115,26.642115,19
STORE_17,PROD_005,2024-03-03,72,71.73872,71.38536,71.38536,59
STORE_17,PROD_006,2024-03-03,47,46.47214,48.813805,48.813805,46
STORE_17,PROD_007,2024-03-03,60,70.311264,67.86324,67.86324,67
STORE_17,PROD_008,2024-03-03,56,69.036964,66.71782,66.71782,63
STORE_18,PROD_001,2024-03-03,69,63.737423,65.43684,65.43684,71
STORE_18,PROD_002,2024-03-03,102,98.69623,99.241394,99.241394,101
STORE_18,PROD_003,2024-03-03,60,79.45602,76.51796,76.51796,62
STORE_18,PROD_004,2024-03-03,71,60.67441,62.660213,62.660213,52
STORE_18,PROD_005,2024-03-03,110,124.17178,122.89471,122.89471,102
STORE_18,PROD_006,2024-03-03,104,125.52643,121.13432,121.13432,128
STORE_18,PROD_007,2024-03-03,140,131.40906,131.51553,131.51553,150
STORE_18,PROD_008,2024-03-03,101,107.25897,107.44219,107.44219,111
STORE_19,PROD_001,2024-03-03,54,52.103996,53.353615,53.353615,53
STORE_19,PROD_002,2024-03-03,74,84.09411,82.082794,82.082794,71
STORE_19,PROD_003,2024-03-03,87,90.09761,87.25285,87.25285,86
STORE_19,PROD_004,2024-03-03,53,52.191536,53.83761,53.83761,54
STORE_19,PROD_005,2024-03-03,141,151.65474,153.2102,153.2102,188
STORE_19,PROD_006,2024-03-03,117,120.10899,117.54218,117.54218,115
STORE_19,PROD_007,2024-03-03,154,128.12183,131.38222,131.38222,128
STORE_19,PROD_008,2024-03-03,103,116.031815,115.84367,115.84367,96
STORE_20,PROD_001,2024-03-03,39,45.522083,46.60689,46.60689,45
STORE_20,PROD_002,2024-03-03,88,82.79355,85.65681,85.65681,66
STORE_20,PROD_003,2024-03-03,96,86.511185,92.75232,92.75232,112
STORE_20,PROD_004,2024-03-03,57,55.517654,55.85102,55.85102,48
STORE_20,PROD_005,2024-03-03,121,130.60167,135.99529,135.99529,123
STORE_20,PROD_006,2024-03-03,147,139.96432,145.08224,145.08224,145
STORE_20,PROD_007,2024-03-03,131,127.16719,124.9903,124.9903,106
STORE_20,PROD_008,2024-03-03,133,121.95559,123.61101,123.61101,161
STORE_01,PROD_001,2024-03-10,38,45.68665,45.763954,45.763954,39
STORE_01,PROD_002,2024-03-10,71,65.61023,60.66996,60.66996,61
STORE_01,PROD_003,2024-03-10,61,66.00902,66.954285,66.954285,45
STORE_01,PROD_004,2024-03-10,38,38.733116,38.037037,38.037037,54
STORE_01,PROD_005,2024-03-10,83,85.82267,84.05611,84.05611,80
STORE_01,PROD_006,2024-03-10,76,81.1406,80.53396,80.53396,81
STORE_01,PROD_007,2024-03-10,82,81.06537,76.046616,76.046616,63
STORE_01,PROD_008,2024-03-10,72,81.03193,78.373184,78.373184,69
STORE_02,PROD_001,2024-03-10,70,71.23361,69.04663,69.04663,77
STORE_02,PROD_002,2024-03-10,93,94.786064,92.7811,92.7811,111
STORE_02,PROD_003,2024-03-10,99,95.94442,98.47527,98.47527,110
STORE_02,PROD_004,2024-03-10,74,68.2711,63.13029,63.13029,75
STORE_02,PROD_005,2024-03-10,114,128.68039,119.71991,119.71991,105
STORE_02,PROD_006,2024-03-10,97,107.410866,102.87729,102.87729,102
STORE_02,PROD_007,2024-03-10,123,116.67116,117.63675,117.63675,114
STORE_02,PROD_008,2024-03-10,97,104.39669,104.28706,104.28706,129
STORE_03,PROD_001,2024-03-10,94,79.13876,80.34449,80.34449,92
STORE_03,PROD_002,2024-03-10,81,87.30973,84.1517,84.1517,91
STORE_03,PROD_003,2024-03-10,91,93.077034,88.98133,88.98133,84
STORE_03,PROD_004,2024-03-10,55,58.895096,58.804886,58.804886,58
STORE_03,PROD_005,2024-03-10,125,129.93298,127.41391,127.41391,143
STORE_03,PROD_006,2024-03-10,135,136.69012,136.96587,136.96587,140
STORE_03,PROD_007,2024-03-10,138,135.94328,139.29091,139.29091,173
STORE_03,PROD_008,2024-03-10,121,121.27539,116.642685,116.642685,140
STORE_04,PROD_001,2024-03-10,72,66.27668,67.61487,67.61487,73
STORE_04,PROD_002,2024-03-10,99,93.915344,90.77728,90.77728,84
STORE_04,PROD_003,2024-03-10,78,96.400734,95.952774,95.952774,92
STORE_04,PROD_004,2024-03-10,59,60.77128,59.252792,59.252792,57
STORE_04,PROD_005,2024-03-10,114,127.384155,121.20794,121.20794,106
STORE_04,PROD_006,2024-03-10,172,170.2848,167.0436,167.0436,172
STORE_04,PROD_007,2024-03-10,113,111.41451,112.694466,112.694466,93
STORE_04,PROD_008,2024-03-10,173,166.92995,166.3933,166.3933,168
STORE_05,PROD_001,2024-03-10,66,58.87722,61.389908,61.389908,75
STORE_05,PROD_002,2024-03-10,56,57.0465,58.36643,58.36643,66
STORE_05,PROD_003,2024-03-10,114,112.08489,107.97073,107.97073,140
STORE_05,PROD_004,2024-03-10,45,42.699326,44.26393,44.26393,41
STORE_05,PROD_005,2024-03-10,116,129.15749,123.94422,123.94422,115
STORE_05,PROD_006,2024-03-10,141,127.64105,124.10461,124.10461,154
STORE_05,PROD_007,2024-03-10,140,134.17972,138.74786,138.74786,120
STORE_05,PROD_008,2024-03-10,153,147.50513,143.15883,143.15883,168
STORE_06,PROD_001,2024-03-10,58,60.69644,60.985294,60.985294,54
STORE_06,PROD_002,2024-03-10,67,78.884636,80.07052,80.07052,95
STORE_06,PROD_003,2024-03-10,67,64.75612,63.216476,63.216476,72
STORE_06,PROD_004,2024-03-10,44,40.08636,40.83771,40.83771,49
STORE_06,PROD_005,2024-03-10,106,102.24271,106.63794,106.63794,88
STORE_06,PROD_006,2024-03-10,108,99.22536,104.33865,104.33865,87
STORE_06,PROD_007,2024-03-10,162,154.9036,162.52383,162.52383,185
STORE_06,PROD_008,2024-03-10,120,120.92281,120.91776,120.91776,119
STORE_07,PROD_001,2024-03-10,29,31.068386,30.739286,30.739286,32
STORE_07,PROD_002,2024-03-10,51,48.40398,46.555435,46.555435,48
STORE_07,PROD_003,2024-03-10,44,44.57383,44.2183,44.2183,52
STORE_07,PROD_004,2024-03-10,22,23.654781,23.60482,23.60482,30
STORE_07,PROD_005,2024-03-10,50,48.77591,48.094627,48.094627,39
STORE_07,PROD_006,2024-03-10,51,49.827694,48.44342,48.44342,31
STORE_07,PROD_007,2024-03-10,54,53.164547,50.518555,50.518555,42
STORE_07,PROD_008,2024-03-10,64,45.373276,46.97245,46.97245,35
STORE_08,PROD_001,2024-03-10,90,80.69166,82.263535,82.263535,79
STORE_08,PROD_002,2024-03-10,95,114.48022,107.473595,107.473595,99
STORE_08,PROD_003,2024-03-10,144,125.820274,129.99895,129.99895,127
STORE_08,PROD_004,2024-03-10,49,58.182602,57.040283,57.040283,59
STORE_08,PROD_005,2024-03-10,181,173.24965,172.09401,172.09401,184
STORE_08,PROD_006,2024-03-10,146,165.49103,167.19968,167.19968,156
STORE_08,PROD_007,2024-03-10,220,199.40256,208.90295,208.90295,243
STORE_08,PROD_008,2024-03-10,154,175.38358,168.62216,168.62216,142
STORE_09,PROD_001,2024-03-10,43,44.623627,42.33601,42.33601,36
STORE_09,PROD_002,2024-03-10,45,51.424774,51.02528,51.02528,31
STORE_09,PROD_003,2024-03-10,75,65.77531,64.58207,64.58207,69
STORE_09,PROD_004,2024-03-10,32,33.194534,32.24665,32.24665,28
STORE_09,PROD_005,2024-03-10,65,80.5469,82.96623,82.96623,92
STORE_09,PROD_006,2024-03-10,54,65.72469,65.343216,65.343216,96
STORE_09,PROD_007,2024-03-10,90,85.93866,81.65064,81.65064,92
STORE_09,PROD_008,2024-03-10,77,82.22756,79.06464,79.06464,95
STORE_10,PROD_001,2024-03-10,46,51.022533,48.734512,48.734512,31
STORE_10,PROD_002,2024-03-10,84,80.74466,76.201256,76.201256,76
STORE_10,PROD_003,2024-03-10,66,67.13164,63.761383,63.761383,70
STORE_10,PROD_004,2024-03-10,36,35.812637,36.945847,36.945847,35
STORE_10,PROD_005,2024-03-10,116,117.88612,112.570526,112.570526,115
STORE_10,PROD_006,2024-03-10,103,100.11784,96.38341,96.38341,99
STORE_10,PROD_007,2024-03-10,128,116.82558,112.39529,112.39529,112
STORE_10,PROD_008,2024-03-10,77,84.99507,85.68619,85.68619,69
STORE_11,PROD_001,2024-03-10,52,54.72575,53.899803,53.899803,50
STORE_11,PROD_002,2024-03-10,106,88.46909,91.496346,91.496346,139
STORE_11,PROD_003,2024-03-10,69,75.680336,76.03662,76.03662,69
STORE_11,PROD_004,2024-03-10,44,49.080463,50.642754,50.642754,63
STORE_11,PROD_005,2024-03-10,154,161.6695,161.43727,161.43727,166
STORE_11,PROD_006,2024-03-10,124,118.82943,114.808136,114.808136,122
STORE_11,PROD_007,2024-03-10,86,105.66795,99.8165,99.8165,77
STORE_11,PROD_008,2024-03-10,130,120.40531,117.048134,117.048134,86
STORE_12,PROD_001,2024-03-10,92,73.80479,78.23554,78.23554,98
STORE_12,PROD_002,2024-03-10,72,80.30605,78.18842,78.18842,57
STORE_12,PROD_003,2024-03-10,97,88.83705,86.75212,86.75212,110
STORE_12,PROD_004,2024-03-10,62,59.649593,58.661285,58.661285,58
STORE_12,PROD_005,2024-03-10,138,125.2273,124.73349,124.73349,133
STORE_12,PROD_006,2024-03-10,91,112.536766,105.72547,105.72547,124
STORE_12,PROD_007,2024-03-10,124,127.02037,123.35312,123.35312,148
STORE_12,PROD_008,2024-03-10,138,128.36534,129.642,129.642,123
STORE_13,PROD_001,2024-03-10,54,54.102596,51.974014,51.974014,42
STORE_13,PROD_002,2024-03-10,78,71.1195,70.88523,70.88523,81
STORE_13,PROD_003,2024-03-10,61,75.509766,73.33801,73.33801,80
STORE_13,PROD_004,2024-03-10,65,51.285404,50.78238,50.78238,59
STORE_13,PROD_005,2024-03-10,114,115.15441,111.375496,111.375496,107
STORE_13,PROD_006,2024-03-10,80,79.240166,77.6929,77.6929,72
STORE_13,PROD_007,2024-03-10,77,92.90998,89.694275,89.694275,88
STORE_13,PROD_008,2024-03-10,108,101.56951,105.00912,105.00912,122
STORE_14,PROD_001,2024-03-10,66,58.79525,61.157803,61.157803,65
STORE_14,PROD_002,2024-03-10,74,83.73179,82.92481,82.92481,48
STORE_14,PROD_003,2024-03-10,94,83.44062,82.50308,82.50308,79
STORE_14,PROD_004,2024-03-10,46,51.35688,54.656654,54.656654,48
STORE_14,PROD_005,2024-03-10,165,164.3122,161.0485,161.0485,169
STORE_14,PROD_006,2024-03-10,117,116.43468,112.013145,112.013145,96
STORE_14,PROD_007,2024-03-10,110,116.827705,116.88179,116.88179,105
STORE_14,PROD_008,2024-03-10,78,106.17924,104.315155,104.315155,85
STORE_15,PROD_001,2024-03-10,49,52.279144,50.610424,50.610424,49
STORE_15,PROD_002,2024-03-10,68,70.674706,71.64573,71.64573,84
STORE_15,PROD_003,2024-03-10,57,69.33284,68.56686,68.56686,53
STORE_15,PROD_004,2024-03-10,61,52.050694,51.822197,51.822197,63
STORE_15,PROD_005,2024-03-10,120,126.07273,121.793,121.793,140
STORE_15,PROD_006,2024-03-10,136,123.89714,126.03899,126.03899,129
STORE_15,PROD_007,2024-03-10,107,116.64316,115.01367,115.01367,123
STORE_15,PROD_008,2024-03-10,100,125.83393,118.50864,118.50864,118
STORE_16,PROD_001,2024-03-10,85,74.38815,77.239296,77.239296,74
STORE_16,PROD_002,2024-03-10,155,159.64224,149.29396,149.29396,159
STORE_16,PROD_003,2024-03-10,120,118.93923,113.873245,113.873245,110
STORE_16,PROD_004,2024-03-10,47,56.257454,55.48536,55.48536,40
STORE_16,PROD_005,2024-03-10,226,218.7163,213.04135,213.04135,233
STORE_16,PROD_006,2024-03-10,203,202.93552,194.44193,194.44193,177
STORE_16,PROD_007,2024-03-10,153,165.16002,165.89204,165.89204,187
STORE_16,PROD_008,2024-03-10,144,137.99765,144.47032,144.47032,187
STORE_17,PROD_001,2024-03-10,30,36.376102,35.828278,35.828278,28
STORE_17,PROD_002,2024-03-10,70,52.43147,50.214485,50.214485,41
STORE_17,PROD_003,2024-03-10,36,46.925804,45.02623,45.02623,29
STORE_17,PROD_004,2024-03-10,19,27.834848,25.361652,25.361652,17
STORE_17,PROD_005,2024-03-10,59,73.16117,73.018524,73.018524,84
STORE_17,PROD_006,2024-03-10,46,49.530884,48.966297,48.966297,37
STORE_17,PROD_007,2024-03-10,67,63.572495,61.419456,61.419456,72
STORE_17,PROD_008,2024-03-10,63,59.67314,60.365173,60.365173,83
STORE_18,PROD_001,2024-03-10,71,67.08739,68.41609,68.41609,54
STORE_18,PROD_002,2024-03-10,101,93.09458,93.6234,93.6234,120
STORE_18,PROD_003,2024-03-10,62,70.54638,69.15553,69.15553,85
STORE_18,PROD_004,2024-03-10,52,62.61855,59.539673,59.539673,73
STORE_18,PROD_005,2024-03-10,102,115.26109,113.49246,113.49246,90
STORE_18,PROD_006,2024-03-10,128,127.743004,123.73028,123.73028,118
STORE_18,PROD_007,2024-03-10,150,149.9971,147.27335,147.27335,123
STORE_18,PROD_008,2024-03-10,111,103.767426,104.89383,104.89383,82
STORE_19,PROD_001,2024-03-10,53,56.70055,53.80562,53.80562,45
STORE_19,PROD_002,2024-03-10,71,82.59678,79.53028,79.53028,84
STORE_19,PROD_003,2024-03-10,86,89.95001,86.14003,86.14003,93
STORE_19,PROD_004,2024-03-10,54,55.566654,54.70247,54.70247,48
STORE_19,PROD_005,2024-03-10,188,152.77867,153.96129,153.96129,197
STORE_19,PROD_006,2024-03-10,115,118.11279,116.34733,116.34733,116
STORE_19,PROD_007,2024-03-10,128,125.77097,121.1511,121.1511,139
STORE_19,PROD_008,2024-03-10,96,110.4261,105.78334,105.78334,85
STORE_20,PROD_001,2024-03-10,45,48.51217,48.89582,48.89582,43
STORE_20,PROD_002,2024-03-10,66,84.69488,81.85008,81.85008,78
STORE_20,PROD_003,2024-03-10,112,96.6411,92.68136,92.68136,102
STORE_20,PROD_004,2024-03-10,48,54.318214,54.45903,54.45903,33
STORE_20,PROD_005,2024-03-10,123,130.25153,122.63596,122.63596,127
STORE_20,PROD_006,2024-03-10,145,168.63885,157.48772,157.48772,138
STORE_20,PROD_007,2024-03-10,106,123.84871,122.762375,122.762375,129
STORE_20,PROD_008,2024-03-10,161,142.3703,145.38336,145.38336,161
STORE_01,PROD_001,2024-03-17,39,42.801876,45.86416,45.86416,45
STORE_01,PROD_002,2024-03-17,61,64.06554,61.40042,61.40042,49
STORE_01,PROD_003,2024-03-17,45,50.526653,57.24597,57.24597,67
STORE_01,PROD_004,2024-03-17,54,42.885345,44.739582,44.739582,53
STORE_01,PROD_005,2024-03-17,80,86.10772,82.20107,82.20107,72
STORE_01,PROD_006,2024-03-17,81,76.32904,80.62365,80.62365,99
STORE_01,PROD_007,2024-03-17,63,75.33107,76.05713,76.05713,66
STORE_01,PROD_008,2024-03-17,69,71.85526,75.81617,75.81617,61
STORE_02,PROD_001,2024-03-17,77,71.320244,72.00302,72.00302,67
STORE_02,PROD_002,2024-03-17,111,94.72291,98.793976,98.793976,98
STORE_02,PROD_003,2024-03-17,110,103.92569,105.1213,105.1213,95
STORE_02,PROD_004,2024-03-17,75,65.572525,69.45875,69.45875,77
STORE_02,PROD_005,2024-03-17,105,121.999466,109.95223,109.95223,115
STORE_02,PROD_006,2024-03-17,102,105.44915,103.82623,103.82623,86
STORE_02,PROD_007,2024-03-17,114,112.94219,116.19347,116.19347,129
STORE_02,PROD_008,2024-03-17,129,110.70251,116.47192,116.47192,122
STORE_03,PROD_001,2024-03-17,92,83.91965,92.223495,92.223495,111
STORE_03,PROD_002,2024-03-17,91,86.50183,88.50336,88.50336,51
STORE_03,PROD_003,2024-03-17,84,90.36895,88.60864,88.60864,93
STORE_03,PROD_004,2024-03-17,58,54.574413,59.068703,59.068703,60
STORE_03,PROD_005,2024-03-17,143,130.64659,130.26491,130.26491,153
STORE_03,PROD_006,2024-03-17,140,134.02238,133.94342,133.94342,129
STORE_03,PROD_007,2024-03-17,173,158.41675,155.1899,155.1899,151
STORE_03,PROD_008,2024-03-17,140,128.25732,128.38367,128.38367,144
STORE_04,PROD_001,2024-03-17,73,77.59591,78.90185,78.90185,77
STORE_04,PROD_002,2024-03-17,84,87.74192,89.28404,89.28404,95
STORE_04,PROD_003,2024-03-17,92,91.3593,91.376076,91.376076,97
STORE_04,PROD_004,2024-03-17,57,56.846485,59.856575,59.856575,49
STORE_04,PROD_005,2024-03-17,106,121.80629,118.41542,118.41542,144
STORE_04,PROD_006,2024-03-17,172,175.86928,173.1374,173.1374,186
STORE_04,PROD_007,2024-03-17,93,107.76903,102.81255,102.81255,97
STORE_04,PROD_008,2024-03-17,168,161.5817,164.15497,164.15497,200
STORE_05,PROD_001,2024-03-17,75,66.950676,67.85085,67.85085,62
STORE_05,PROD_002,2024-03-17,66,67.39002,65.726585,65.726585,52
STORE_05,PROD_003,2024-03-17,140,126.26419,124.75695,124.75695,124
STORE_05,PROD_004,2024-03-17,41,43.19995,44.66079,44.66079,37
STORE_05,PROD_005,2024-03-17,115,126.75164,121.861404,121.861404,115
STORE_05,PROD_006,2024-03-17,154,138.17433,144.02496,144.02496,154
STORE_05,PROD_007,2024-03-17,120,122.74357,120.5635,120.5635,109
STORE_05,PROD_008,2024-03-17,168,171.14474,168.04524,168.04524,162
STORE_06,PROD_001,2024-03-17,54,54.468227,56.716007,56.716007,62
STORE_06,PROD_002,2024-03-17,95,80.150345,83.81924,83.81924,69
STORE_06,PROD_003,2024-03-17,72,73.061615,72.33864,72.33864,62
STORE_06,PROD_004,2024-03-17,49,49.015305,48.19503,48.19503,56
STORE_06,PROD_005,2024-03-17,88,96.47067,96.175995,96.175995,87
STORE_06,PROD_006,2024-03-17,87,101.784706,102.04578,102.04578,100
STORE_06,PROD_007,2024-03-17,185,166.3439,162.40483,162.40483,196
STORE_06,PROD_008,2024-03-17,119,124.51897,123.55156,123.55156,118
STORE_07,PROD_001,2024-03-17,32,29.593224,32.584274,32.584274,25
STORE_07,PROD_002,2024-03-17,48,44.571198,46.88781,46.88781,51
STORE_07,PROD_003,2024-03-17,52,43.72001,43.465736,43.465736,56
STORE_07,PROD_004,2024-03-17,30,24.116287,26.843956,26.843956,25
STORE_07,PROD_005,2024-03-17,39,45.03312,44.45436,44.45436,37
STORE_07,PROD_006,2024-03-17,31,41.597805,42.803516,42.803516,54
STORE_07,PROD_007,2024-03-17,42,45.57672,46.85778,46.85778,55
STORE_07,PROD_008,2024-03-17,35,43.761196,44.74061,44.74061,52
STORE_08,PROD_001,2024-03-17,79,78.99106,84.86495,84.86495,85
STORE_08,PROD_002,2024-03-17,99,96.06184,103.525795,103.525795,108
STORE_08,PROD_003,2024-03-17,127,136.13959,133.79951,133.79951,106
STORE_08,PROD_004,2024-03-17,59,52.012875,55.99876,55.99876,79
STORE_08,PROD_005,2024-03-17,184,196.87273,184.31978,184.31978,184
STORE_08,PROD_006,2024-03-17,156,168.2021,162.26993,162.26993,166
STORE_08,PROD_007,2024-03-17,243,207.66042,211.44507,211.44507,240
STORE_08,PROD_008,2024-03-17,142,167.11368,166.73251,166.73251,157
STORE_09,PROD_001,2024-03-17,36,35.828648,38.44877,38.44877,48
STORE_09,PROD_002,2024-03-17,31,41.545322,42.27113,42.27113,28
STORE_09,PROD_003,2024-03-17,69,69.445206,69.95751,69.95751,48
STORE_09,PROD_004,2024-03-17,28,29.077091,30.883448,30.883448,30
STORE_09,PROD_005,2024-03-17,92,87.114845,86.15958,86.15958,86
STORE_09,PROD_006,2024-03-17,96,74.153755,72.62013,72.62013,71
STORE_09,PROD_007,2024-03-17,92,88.19904,87.89929,87.89929,96
STORE_09,PROD_008,2024-03-17,95,81.41703,81.692795,81.692795,72
STORE_10,PROD_001,2024-03-17,31,39.687355,45.132286,45.132286,33
STORE_10,PROD_002,2024-03-17,76,75.54145,78.39783,78.39783,82
STORE_10,PROD_003,2024-03-17,70,68.10465,67.65778,67.65778,67
STORE_10,PROD_004,2024-03-17,35,36.283012,37.059387,37.059387,24
STORE_10,PROD_005,2024-03-17,115,111.43078,106.991486,106.991486,113
STORE_10,PROD_006,2024-03-17,99,91.049995,92.39317,92.39317,112
STORE_10,PROD_007,2024-03-17,112,115.83442,114.4264,114.4264,123
STORE_10,PROD_008,2024-03-17,69,69.1524,74.37751,74.37751,83
STORE_11,PROD_001,2024-03-17,50,51.86661,53.176773,53.176773,45
STORE_11,PROD_002,2024-03-17,139,113.396194,109.59743,109.59743,119
STORE_11,PROD_003,2024-03-17,69,76.605804,81.956024,81.956024,63
STORE_11,PROD_004,2024-03-17,63,51.424866,53.9571,53.9571,64
STORE_11,PROD_005,2024-03-17,166,166.07187,169.67947,169.67947,173
STORE_11,PROD_006,2024-03-17,122,126.65326,125.55656,125.55656,151
STORE_11,PROD_007,2024-03-17,77,96.494316,91.87696,91.87696,76
STORE_11,PROD_008,2024-03-17,86,117.026855,115.33185,115.33185,105
STORE_12,PROD_001,2024-03-17,98,84.80847,88.72259,88.72259,79
STORE_12,PROD_002,2024-03-17,57,74.46816,74.706314,74.706314,89
STORE_12,PROD_003,2024-03-17,110,98.631165,102.11871,102.11871,118
STORE_12,PROD_004,2024-03-17,58,59.166317,59.430153,59.430153,53
STORE_12,PROD_005,2024-03-17,133,127.84926,134.74763,134.74763,140
